,token,pos,lemma_gold,lemma_pred
2000,hat,AUX,haben,hat
2002,Druckergeschäft,NOUN,Geschäft,Druckergeschäft
2009,Gesamtumsatz,NOUN,Umsatz,Gesamtumsatz
2013,Nach,ADP,nach,Nach
2023,Analysten,NOUN,Analyst,Analysten
2026,anderem,PRON,ander,anderem
2030,sei,AUX,sein,sei
2037,geringe,ADJ,gering,geringe
2040,Computern,NOUN,Computer,Computern
2041,auszugleichen,VERB,ausgleichen,auszugleichen
2043,US-Präsident,NOUN,Präsident,US-Präsident
2047,hat,AUX,haben,hat
2049,Beraterteam,NOUN,Team,Beraterteam
2055,Experten,NOUN,Experte,Experten
2057,Computersicherheit,NOUN,Sicherheit,Computersicherheit
2059,ergänzt,VERB,ergänzen,ergänzt
2061,Als,CCONJ,als,Als
2062,Sonderberater,NOUN,Berater,Sonderberater
2063,ist,AUX,sein,ist
2069,Bemühungen,NOUN,Bemühung,Bemühungen
2074,Informationssystemen,NOUN,System,Informationssystemen
2078,Dazu,ADV,dazu,Dazu
2081,anderem,PRON,ander,anderem
2083,Bereiche,NOUN,Bereich,Bereiche
2086,Finanzen,NOUN,Finanz,Finanzen
2092,In,ADP,in,In
2094,Pressekonferenz,NOUN,Konferenz,Pressekonferenz
2095,bezeichnete,VERB,bezeichnen,bezeichnete
2097,neue,ADJ,neu,neue
2100,Innere,ADJ,innere,Innere
2114,umschrieb,VERB,umschreiben,umschrieb
2119,Worten,NOUN,Wort,Worten
2123,war,AUX,sein,war
2131,nationale,ADJ,national,nationale
2136,Terrorismusabwehr,NOUN,Abwehr,Terrorismusabwehr
2138,Infrastrukturschutz,NOUN,Schutz,Infrastrukturschutz
2140,Zum,ADP,zum,Zum
2148,zeichnete,VERB,zeichnen,zeichnete
2153,Abschlussbericht,NOUN,Bericht,Abschlussbericht
2164,Computersicherheit,NOUN,Sicherheit,Computersicherheit
2169,Online-Dienstleister,NOUN,Dienstleister,Online-Dienstleister
2171,kann,AUX,können,kann
2174,keine,DET,kein,keine
2178,Nachrichten,NOUN,Nachricht,Nachrichten
2181,Finanz-Chats,NOUN,Chat,Finanz-Chats
2184,Nach,ADP,nach,Nach
2185,Aussagen,NOUN,Aussage,Aussagen
2187,Unternehmens,NOUN,Unternehmen,Unternehmens
2189,diese,DET,dies,diese
2190,Online-Diskussionen,NOUN,Diskussion,Online-Diskussionen
2192,überwacht,VERB,überwachen,überwacht
2198,ist,AUX,sein,ist
2200,Falschmeldung,NOUN,Meldung,Falschmeldung
2203,Chats,NOUN,Chat,Chats
2206,Finanzen,NOUN,Finanz,Finanzen
2210,In,ADP,in,In
2213,wurde,AUX,werden,wurde
2222,verbreitet,VERB,verbreiten,verbreitet
2225,Netzwerk-Unternehmen,NOUN,Unternehmen,Netzwerk-Unternehmen
2228,wolle,AUX,wollen,wolle
2229,Aktien,NOUN,Aktie,Aktien
2231,Netzwerkausrüsters,NOUN,Ausrüster,Netzwerkausrüsters
2239,US-Dollar,NOUN,Dollar,US-Dollar
2242,Beide,DET,beide,Beide
2243,betroffenen,ADJ,betreffen,betroffenen
2245,dementierten,VERB,dementieren,dementierten
2248,Presseerklärungen,NOUN,Presseerklärung,Presseerklärungen
2249,Pläne,NOUN,Plan,Pläne
2259,Bei,ADP,bei,Bei
2261,heißt,VERB,heißen,heißt
2264,alle,DET,all,alle
2265,Foren,NOUN,Forum,Foren
2266,würden,AUX,werden,würden
2269,moderiert,VERB,moderieren,moderiert
2271,Man,PRON,man,Man
2272,vertraue,VERB,vertrauen,vertraue
2274,Teilnehmern,NOUN,Teilnehmer,Teilnehmern
2278,fragwürdige,ADJ,fragwürdig,fragwürdige
2279,Beiträge,NOUN,Beitrag,Beiträge
2281,würden,AUX,werden,würden
2283,Unter,ADP,unter,Unter
2285,neuen,ADJ,neu,neuen
2286,Namen,NOUN,Name,Namen
2290,will,AUX,wollen,will
2292,spanisch-finnische,ADJ,finnisch,spanisch-finnische
2296,nächsten,ADJ,nächste,nächsten
2300,deutschen,ADJ,deutsch,deutschen
2301,Mobilfunkmarkt,NOUN,Markt,Mobilfunkmarkt
2310,Datendienste,NOUN,Dienst,Datendienste
2311,angeboten,VERB,anbieten,angeboten
2313,sagte,VERB,sagen,sagte
2314,Unternehmenschef,NOUN,Chef,Unternehmenschef
2322,Zeitgleich,ADJ,zeitgleich,Zeitgleich
2325,"""Quam""-Geschäfte",NOUN,Geschäft,"""Quam""-Geschäfte"
2328,Ballungsgebieten,NOUN,Gebiet,Ballungsgebieten
2330,Spätestens,ADV,spätestens,Spätestens
2332,will,AUX,wollen,will
2336,Angeboten,NOUN,Angebot,Angeboten
2339,neuen,ADJ,neu,neuen
2340,Mobilfunkstandard,NOUN,Standard,Mobilfunkstandard
2344,Die,DET,die,Die
2351,hatte,AUX,haben,hatte
2371,Milliarden,NOUN,Milliarde,Milliarden
2374,UMTS-Lizenz,NOUN,Lizenz,UMTS-Lizenz
2375,ersteigert,VERB,ersteigern,ersteigert
2377,An,ADP,an,An
2380,3G-Konsortium,NOUN,Konsortium,3G-Konsortium
2381,sind,AUX,sein,sind
2383,spanische,ADJ,spanisch,spanische
2390,finnische,ADJ,finnisch,finnische
2395,beteiligt,VERB,beteiligen,beteiligt
2397,Wegen,ADP,wegen,Wegen
2399,harten,ADJ,hart,harten
2400,Wettbewerbs,NOUN,Wettbewerb,Wettbewerbs
2403,deutschen,ADJ,deutsch,deutschen
2405,hatten,AUX,haben,hatten
2406,Branchenkenner,NOUN,Kenner,Branchenkenner
2408,Gemeinschaftsunternehmen,NOUN,Unternehmen,Gemeinschaftsunternehmen
2409,keine,DET,kein,keine
2410,großen,ADJ,groß,großen
2411,Chancen,NOUN,Chance,Chancen
2412,eingeräumt,VERB,einräumen,eingeräumt
2416,ist,AUX,sein,ist
2418,gesagt,VERB,sagen,gesagt
2419,worden,AUX,werden,worden
2428,keine,DET,kein,keine
2429,Kunden,NOUN,Kunde,Kunden
2432,sagte,VERB,sagen,sagte
2437,Mit,ADP,mit,Mit
2439,neuen,ADJ,neu,neuen
2440,Markennamen,NOUN,Markennamer,Markennamen
2447,wenigen,ADJ,wenig,wenigen
2448,Wochen,NOUN,Woche,Wochen
2449,besiegelten,ADJ,besiegeln,besiegelten
2450,UMTS-Netzbündnis,NOUN,Bündnis,UMTS-Netzbündnis
2453,seien,AUX,sein,seien
2456,Hürden,NOUN,Hürde,Hürden
2458,genommen,VERB,nehmen,genommen
2460,Auch,ADV,auch,Auch
2463,Gewinnung,NOUN,Innung,Gewinnung
2465,Kunden,NOUN,Kunde,Kunden
2466,ist,AUX,sein,ist
2470,Es,PRON,es,Es
2471,sei,AUX,sein,sei
2477,nächsten,ADJ,nächste,nächsten
2481,Jahre,NOUN,Jahr,Jahre
2483,Marktanteil,NOUN,Anteil,Marktanteil
2492,Im,ADP,im,Im
2494,hatte,AUX,haben,hatte
2499,Interconnection-Vertrag,NOUN,Vertrag,Interconnection-Vertrag
2502,Deutschen,ADJ,deutsch,Deutschen
2504,abgeschlossen,VERB,abschließen,abgeschlossen
2506,Den,DET,den,Den
2507,Konkurrenzkampf,NOUN,Kampf,Konkurrenzkampf
2510,Wettbewerbern,NOUN,Wettbewerber,Wettbewerbern
2511,läutet,VERB,läuten,läutet
2521,angelegten,ADJ,anlegen,angelegten
2522,Werbekampagne,NOUN,Kampagne,Werbekampagne
2525,Markennamen,NOUN,Markennamer,Markennamen
2531,In,ADP,in,In
2534,will,AUX,wollen,will
2540,zweistelligen,ADJ,zweistellig,zweistelligen
2541,Millionen-Betrag,NOUN,Betrag,Millionen-Betrag
2544,Gleichzeitig,ADJ,gleichzeitig,Gleichzeitig
2545,wirbt,VERB,werben,wirbt
2552,Bis,ADP,bis,Bis
2554,nächsten,ADJ,nächste,nächsten
2555,Jahres,NOUN,Jahr,Jahres
2556,soll,AUX,sollen,soll
2560,Beschäftigten,NOUN,Beschäftigt,Beschäftigten
2566,verdoppelt,VERB,verdoppeln,verdoppelt
2569,Allein,ADV,allein,Allein
2573,hätten,AUX,haben,hätten
2575,Beschäftigte,NOUN,Beschäftigter,Beschäftigte
2578,begonnen,VERB,beginnen,begonnen
2580,Zurzeit,ADV,zurzeit,Zurzeit
2584,Mobil-Telefone,NOUN,Telefon,Mobil-Telefone
2589,Regalen,NOUN,Regal,Regalen
2593,Dies,PRON,dies,Dies
2594,hat,AUX,haben,hat
2597,neuen,ADJ,neu,neuen
2607,weiteren,ADJ,weit,weiteren
2610,Absatzzahlen,NOUN,Zahl,Absatzzahlen
2612,Chip-Industrie,NOUN,Industrie,Chip-Industrie
2613,geführt,VERB,führen,geführt
2615,Gegenüber,ADP,gegenüber,Gegenüber
2618,ist,AUX,sein,ist
2627,gesunken,VERB,sinken,gesunken
2629,Von,ADP,von,Von
2633,Halbleitergeschäft,NOUN,Geschäft,Halbleitergeschäft
2634,waren,AUX,sein,waren
2651,betroffen,VERB,betreffen,betroffen
2653,Dagegen,ADV,dagegen,Dagegen
2654,fiel,VERB,fallen,fiel
2665,asiatisch-pazifischen,ADJ,pazifisch,asiatisch-pazifischen
2675,Im,ADP,im,Im
2677,soll,AUX,sollen,soll
2679,Halbleiter-Industrie,NOUN,Industrie,Halbleiter-Industrie
2682,Talsohle,NOUN,Sohle,Talsohle
2683,durchschritten,VERB,durchschreiten,durchschritten
2686,Der,DET,der,Der
2687,japanische,ADJ,japanisch,japanische
2691,prophezeit,VERB,prophezeien,prophezeit
2695,Jahreswechsel,NOUN,Wechsel,Jahreswechsel
2703,Der,DET,der,Der
2710,gehörte,VERB,gehören,gehörte
2713,kleinen,ADJ,klein,kleinen
2716,Analysten,NOUN,Analyst,Analysten
2722,Neuen,ADJ,neu,Neuen
2723,Marktes,NOUN,Markt,Marktes
2726,vergangenen,ADJ,vergehen,vergangenen
2727,Jahres,NOUN,Jahr,Jahres
2728,vorausgesagt,VERB,voraussagen,vorausgesagt
2729,hatten,AUX,haben,hatten
2731,Auf,ADP,auf,Auf
2736,verkündete,VERB,verkünden,verkündete
2744,GHz-Notebooks,NOUN,Notebook,GHz-Notebooks
2760,Neubelebung,NOUN,Belebung,Neubelebung
2762,Consumer-Marktes,NOUN,Markt,Consumer-Marktes
2764,werde,AUX,werden,werde
2766,Zudem,ADV,zudem,Zudem
2767,prognostizierte,VERB,prognostizieren,prognostizierte
2770,Preisrutsch,NOUN,Rutsch,Preisrutsch
2772,15-Zoll-TFT-Displays,NOUN,Display,15-Zoll-TFT-Displays
2774,Diese,PRON,diese,Diese
2779,Jahres,NOUN,Jahr,Jahres
2787,Ladentische,NOUN,Tisch,Ladentische
2792,hat,AUX,haben,hat
2801,geringen,ADJ,gering,geringen
2804,Die,DET,die,Die
2806,Impulse,NOUN,Impuls,Impulse
2813,neuer,ADJ,neu,neuer
2815,gingen,VERB,gehen,gingen
2819,Fußballweltmeisterschaft,NOUN,Weltmeisterschaft,Fußballweltmeisterschaft
2822,Olympischen,ADJ,olympisch,Olympischen
2823,Winterspielen,NOUN,Winterspiel,Winterspielen
2826,Von,ADP,von,Von
2828,stärkeren,ADJ,stark,stärkeren
2832,Consumer-Elektronik-Markt,NOUN,Markt,Consumer-Elektronik-Markt
2833,werde,AUX,werden,werde
2836,PC-Industrie,NOUN,Industrie,PC-Industrie
2848,Lediglich,ADV,lediglich,Lediglich
2851,könnte,AUX,können,könnte
2856,kurzfristigen,ADJ,kurzfristig,kurzfristigen
2857,Handy-Boom,NOUN,Boom,Handy-Boom
2860,Der,DET,der,Der
2861,japanische,ADJ,japanisch,japanische
2862,Mobilfunkanbieter,NOUN,Anbieter,Mobilfunkanbieter
2864,ruft,VERB,rufen,ruft
2867,Sony-Handys,NOUN,Handy,Sony-Handys
2870,Es,PRON,es,Es
2871,ist,AUX,sein,ist
2874,größte,ADJ,groß,größte
2875,Rückrufaktion,NOUN,Aktion,Rückrufaktion
2879,Betroffen,VERB,betreffen,Betroffen
2880,ist,AUX,sein,ist
2883,KDDI-Serie,NOUN,Serie,KDDI-Serie
2891,Der,DET,der,Der
2892,Mobilfunkanbieter,NOUN,Anbieter,Mobilfunkanbieter
2893,gab,VERB,geben,gab
2899,Geräte,NOUN,Gerät,Geräte
2901,defekter,ADJ,defekt,defekter
2902,Batterien,NOUN,Batterie,Batterien
2906,Bereits,ADV,bereits,Bereits
2909,hatte,AUX,haben,hatte
2911,japanische,ADJ,japanisch,japanische
2912,Mobilfunkunternehmen,NOUN,Unternehmen,Mobilfunkunternehmen
2916,Sony-Handys,NOUN,Handy,Sony-Handys
2919,Softwarefehlers,NOUN,Fehler,Softwarefehlers
2920,zurückbeordert,VERB,zurückbeordern,zurückbeordert
2922,Wie,ADV,wie,Wie
2927,mitteilte,VERB,mitteilen,mitteilte
2929,wurden,AUX,werden,wurden
2931,schadhaften,ADJ,schadhaft,schadhaften
2932,Handys,NOUN,Handy,Handys
2935,Lande,NOUN,Land,Lande
2937,ausgeliefert,VERB,ausliefern,ausgeliefert
2939,Während,SCONJ,während,Während
2943,menschlichen,ADJ,menschlich,menschlichen
2947,letzten,ADJ,letzte,letzten
2948,Jahren,NOUN,Jahr,Jahren
2949,große,ADJ,groß,große
2950,Fortschritte,NOUN,Fortschritt,Fortschritte
2951,verzeichnet,VERB,verzeichnen,verzeichnet
2952,hat,AUX,haben,hat
2954,hat,AUX,haben,hat
2962,aller,DET,all,aller
2963,menschlichen,ADJ,menschlich,menschlichen
2964,Proteine,NOUN,Protein,Proteine
2966,weniger,DET,wenig,weniger
2968,hervorgebracht,VERB,hervorbringen,hervorgebracht
2971,Proteine,NOUN,Protein,Proteine
2973,Jahrzehnten,NOUN,Jahrzehnt,Jahrzehnten
2974,erforscht,VERB,erforschen,erforscht
2977,Letztere,PRON,letztere,Letztere
2978,ermittelt,VERB,ermitteln,ermittelt
2982,langwierigen,ADJ,langwierig,langwierigen
2983,Schritten,NOUN,Schritt,Schritten
2988,gezüchtete,ADJ,züchten,gezüchtete
2989,Proteinkristalle,NOUN,Kristall,Proteinkristalle
2994,Wie,ADV,wie,Wie
2996,Fachblatt,NOUN,Blatt,Fachblatt
3001,Juli-Ausgabe,NOUN,Ausgabe,Juli-Ausgabe
3002,berichtet,VERB,berichten,berichtet
3004,konnten,AUX,können,konnten
3006,amerikanische,ADJ,amerikanisch,amerikanische
3013,Strukturen,NOUN,Struktur,Strukturen
3018,Nanokristallen,NOUN,Kristall,Nanokristallen
3025,Biomoleküle,NOUN,Molekül,Biomoleküle
3026,wurden,AUX,werden,wurden
3035,Lichtquelle,NOUN,Quelle,Lichtquelle
3039,mikroskopisches,ADJ,mikroskopisch,mikroskopisches
3040,Strichcodemuster,NOUN,Muster,Strichcodemuster
3042,identifiziert,VERB,identifizieren,identifiziert
3044,Die,DET,die,Die
3048,Strukturen,NOUN,Struktur,Strukturen
3049,hergestellt,VERB,herstellen,hergestellt
3055,Quantenpunkte,NOUN,Punkt,Quantenpunkte
3057,genannt,VERB,nennen,genannt
3060,Sie,PRON,sie,Sie
3066,entsprechenden,ADJ,entsprechen,entsprechenden
3067,Atomen,NOUN,Atom,Atomen
3069,sind,AUX,sein,sind
3072,angefertigte,ADJ,anfertigen,angefertigte
3073,Latexkugeln,NOUN,Kugel,Latexkugeln
3074,verpackt,VERB,verpacken,verpackt
3076,Die,DET,die,Die
3077,Leuchtintensität,NOUN,Intensität,Leuchtintensität
3079,Punkte,NOUN,Punkt,Punkte
3080,wurde,AUX,werden,wurde
3087,Selen-Atomen,NOUN,Atom,Selen-Atomen
3088,erreicht,VERB,erreichen,erreicht
3091,eingepackt,ADJ,einpacken,eingepackt
3096,Zinksulfid,NOUN,Sulfid,Zinksulfid
3098,Lichtausbeute,NOUN,Ausbeute,Lichtausbeute
3104,Vergleichbare,ADJ,vergleichbar,Vergleichbare
3105,organische,ADJ,organisch,organische
3106,Farbmolekülen,NOUN,Molekül,Farbmolekülen
3114,Die,DET,die,Die
3115,speziellen,ADJ,speziell,speziellen
3116,Eigenschaften,NOUN,Eigenschaft,Eigenschaften
3118,Quantenpunkte,NOUN,Punkt,Quantenpunkte
3119,waren,AUX,sein,waren
3122,bekannt,ADJ,bekennen,bekannt
3125,Forschern,NOUN,Forscher,Forschern
3126,gelang,VERB,gelingen,gelang
3131,Atome,NOUN,Atom,Atome
3133,kleine,ADJ,klein,kleine
3134,Latexhüllen,NOUN,Hülle,Latexhüllen
3145,Die,DET,die,Die
3153,Taschen,NOUN,Tasche,Taschen
3155,Proteine,NOUN,Protein,Proteine
3160,Moleküle,NOUN,Molekül,Moleküle
3164,Fachleute,NOUN,Fachleut,Fachleute
3168,Strichcode-Etikettierung,NOUN,Etikettierung,Strichcode-Etikettierung
3170,Die,DET,die,Die
3174,kann,AUX,können,kann
3179,Lichts,NOUN,Licht,Lichts
3180,ausgelesen,VERB,auslesen,ausgelesen
3183,Kleine,ADJ,klein,Kleine
3184,Pakete,NOUN,Paket,Pakete
3186,Selen-Atomen,NOUN,Atom,Selen-Atomen
3191,große,ADJ,groß,große
3192,Kugeln,NOUN,Kugel,Kugeln
3194,Weiteren,ADJ,weit,Weiteren
3195,Aufschluss,NOUN,Aufschluß,Aufschluss
3196,kann,AUX,können,kann
3200,emittierten,ADJ,emittieren,emittierten
3201,Lichts,NOUN,Licht,Lichts
3204,Insgesamt,ADV,insgesamt,Insgesamt
3205,konnten,AUX,können,konnten
3212,unterschiedliche,ADJ,unterschiedlich,unterschiedliche
3213,Lichtintensitäten,NOUN,Intensität,Lichtintensitäten
3216,unterschiedliche,ADJ,unterschiedlich,unterschiedliche
3217,Farben,NOUN,Farbe,Farben
3220,Die,DET,die,Die
3224,kann,AUX,können,kann
3229,beschleunigt,VERB,beschleunigen,beschleunigt
3232,Zunächst,ADV,zunächst,Zunächst
3233,wurde,AUX,werden,wurde
3236,Beladung,NOUN,Ladung,Beladung
3239,gezeigt,VERB,zeigen,gezeigt
3245,sind,AUX,sein,sind
3249,ausgewertet,VERB,auswerten,ausgewertet
3253,Denkbar,ADJ,denkbar,Denkbar
3254,ist,AUX,sein,ist
3260,medizinischen,ADJ,medizinisch,medizinischen
3265,HIV-Titers,NOUN,Titers,HIV-Titers
3268,Selektion,NOUN,Lektion,Selektion
3269,neuer,ADJ,neu,neuer
3272,Ein,DET,ein,Ein
3274,liegt,VERB,liegen,liegt
3283,Quantenpunkte,NOUN,Punkt,Quantenpunkte
3286,Die,DET,die,Die
3287,amerikanischen,ADJ,amerikanisch,amerikanischen
3296,angemeldet,VERB,anmelden,angemeldet
3299,industrielle,ADJ,industriell,industrielle
3302,Quantenpunkte,NOUN,Punkt,Quantenpunkte
3311,versucht,VERB,versuchen,versucht
3314,geltendes,ADJ,gelten,geltendes
3319,auszudehnen,VERB,ausdehnen,auszudehnen
3321,Dazu,ADV,dazu,Dazu
3322,wurde,AUX,werden,wurde
3327,präsentiert,VERB,präsentieren,präsentiert
3332,französischen,ADJ,französisch,französischen
3334,passiert,VERB,passieren,passiert
3335,hat,AUX,haben,hat
3342,ansteht,VERB,anstehen,ansteht
3344,Kerngedanke,NOUN,Gedanke,Kerngedanke
3346,Gesetzes,NOUN,Gesetz,Gesetzes
3347,ist,AUX,sein,ist
3352,allen,DET,all,allen
3353,bisherigen,ADJ,bisherig,bisherigen
3354,gedruckten,ADJ,drucken,gedruckten
3356,graphischen,ADJ,graphisch,graphischen
3357,Erzeugnissen,NOUN,Erzeugnis,Erzeugnissen
3358,gleichzustellen,VERB,gleichstellen,gleichzustellen
3361,will,AUX,wollen,will
3366,aller,DET,all,aller
3367,Inhalte,NOUN,Inhalt,Inhalte
3370,französischen,ADJ,französisch,französischen
3371,Nationalbibliothek,NOUN,Bibliothek,Nationalbibliothek
3374,Nationalen,ADJ,national,Nationalen
3375,Audiovisuellen,ADJ,audiovisuell,Audiovisuellen
3382,In,ADP,in,In
3384,jetzigen,ADJ,jetzig,jetzigen
3386,lässt,VERB,lassen,lässt
3393,private,ADJ,privat,private
3394,Homepages,NOUN,Homepage,Homepages
3396,Foren,NOUN,Forum,Foren
3399,betroffen,VERB,betreffen,betroffen
3400,sind,AUX,sein,sind
3402,An,ADP,an,An
3405,muss,AUX,müssen,muss
3411,Die,DET,die,Die
3412,Nationalbibliothek,NOUN,Bibliothek,Nationalbibliothek
3425,geschieht,VERB,geschehen,geschieht
3427,Inhalte,NOUN,Inhalt,Inhalte
3434,Bislang,ADV,bislang,Bislang
3435,gibt,VERB,geben,gibt
3438,keine,DET,kein,keine
3442,technische,ADJ,technisch,technische
3445,Vorhabens,NOUN,Vorhaben,Vorhabens
3447,Die,DET,die,Die
3452,Auswirkungen,NOUN,Auswirkung,Auswirkungen
3457,Bei,ADP,bei,Bei
3459,erfolgten,ADJ,erfolgen,erfolgten
3465,illegalen,ADJ,illegal,illegalen
3466,Inhalten,NOUN,Inhalt,Inhalten
3469,gezwungen,VERB,zwingen,gezwungen
3473,weitere,ADJ,weiter,weitere
3475,einzustellen,VERB,einstellen,einzustellen
3481,beanstandeten,ADJ,beanstanden,beanstandeten
3482,Seiten,NOUN,Seite,Seiten
3484,Dateien,NOUN,Datei,Dateien
3488,Dabei,ADV,dabei,Dabei
3489,soll,AUX,sollen,soll
3495,technischen,ADJ,technisch,technischen
3496,Providern,NOUN,Provider,Providern
3501,zusätzliches,ADJ,zusätzlich,zusätzliches
3506,Letztere,PRON,letztere,Letztere
3512,genommen,VERB,nehmen,genommen
3515,Das,DET,das,Das
3517,wird,AUX,werden,wird
3521,bewertet,VERB,bewerten,bewertet
3523,Für,ADP,für,Für
3525,Internet-Organisation,NOUN,Organisation,Internet-Organisation
3527,ist,AUX,sein,ist
3531,Rechtsstaats,NOUN,Staat,Rechtsstaats
3534,Mehrere,DET,mehrer,Mehrere
3535,Details,NOUN,Detail,Details
3536,sind,AUX,sein,sind
3540,Allgemein,ADJ,allgemein,Allgemein
3541,steht,VERB,stehen,steht
3551,nationalem,ADJ,national,nationalem
3557,Vorreiterrolle,NOUN,Rolle,Vorreiterrolle
3559,möchte,AUX,mögen,möchte
3561,Im,ADP,im,Im
3563,hatte,AUX,haben,hatte
3567,französischen,ADJ,französisch,französischen
3568,Richters,NOUN,Richter,Richters
3572,gesorgt,VERB,sorgen,gesorgt
3577,gezwungen,VERB,zwingen,gezwungen
3578,wurde,AUX,werden,wurde
3580,Teile,NOUN,Teil,Teile
3582,Angebots,NOUN,Angebot,Angebots
3584,Franzosen,NOUN,Franzose,Franzosen
3589,Mehr,PRON,mehr,Mehr
3593,Für,ADP,für,Für
3599,genannten,ADJ,nennen,genannten
3601,sucht,VERB,suchen,sucht
3605,Betatester,NOUN,Ester,Betatester
3607,Die,DET,die,Die
3608,Anmeldefrist,NOUN,Frist,Anmeldefrist
3609,endet,VERB,enden,endet
3614,Erwählte,ADJ,erwählte,Erwählte
3620,Wochen,NOUN,Woche,Wochen
3624,Einzige,ADJ,einzig,Einzige
3627,Die,DET,die,Die
3633,Jahre,NOUN,Jahr,Jahre
3636,Der,DET,der,Der
3637,MP3-CD-Ghettoblaster,NOUN,Laster,MP3-CD-Ghettoblaster
3638,soll,AUX,sollen,soll
3655,will,AUX,wollen,will
3666,Der,DET,der,Der
3668,steht,VERB,stehen,steht
3673,Das,DET,das,Das
3675,soll,AUX,sollen,soll
3676,Audio-CDs,NOUN,CD,Audio-CDs
3682,Mini-CD-R-Medien,NOUN,Medium,Mini-CD-R-Medien
3685,Es,PRON,es,Es
3686,wird,AUX,werden,wird
3691,LC-Display,NOUN,Display,LC-Display
3694,Fernbedienung,NOUN,Bedienung,Fernbedienung
3695,ausgeliefert,VERB,ausliefern,ausgeliefert
3697,Die,DET,die,Die
3698,Betatester,NOUN,Ester,Betatester
3702,Zufallsprinzip,NOUN,Prinzip,Zufallsprinzip
3703,ausgewählt,VERB,auswählen,ausgewählt
3706,Mehrfachanmeldungen,NOUN,Anmeldung,Mehrfachanmeldungen
3709,verhindert,VERB,verhindern,verhindert
3712,Von,ADP,von,Von
3714,Teilnehmern,NOUN,Teilnehmer,Teilnehmern
3715,wird,AUX,werden,wird
3717,erwartet,VERB,erwarten,erwartet
3722,Online-Fragebogen,NOUN,Fragebogen,Online-Fragebogen
3734,Nach,ADP,nach,Nach
3735,Volkswagen,NOUN,Wagen,Volkswagen
3740,kündigt,VERB,kündigen,kündigt
3750,Bereits,ADV,bereits,Bereits
3756,möchte,AUX,mögen,möchte
3759,Prototypen,NOUN,Typ,Prototypen
3765,soll,AUX,sollen,soll
3768,hat,AUX,haben,hat
3779,eingebaut,VERB,einbauen,eingebaut
3782,zentrale,ADJ,zentral,zentrale
3785,Knöpfe,NOUN,Knopf,Knöpfe
3789,soll,AUX,sollen,soll
3791,Das,DET,das,Das
3793,soll,AUX,sollen,soll
3797,WAP-Technologie,NOUN,Technologie,WAP-Technologie
3804,eingebauten,ADJ,einbauen,eingebauten
3805,Displays,NOUN,Display,Displays
3808,Für,ADP,für,Für
3811,will,AUX,wollen,will
3821,Mittelkonsole,NOUN,Konsole,Mittelkonsole
3824,Die,DET,die,Die
3828,soll,AUX,sollen,soll
3831,Tasten,NOUN,Taste,Tasten
3836,Bildschirms,NOUN,Bildschirm,Bildschirms
3840,will,AUX,wollen,will
3843,Anbindung,NOUN,Bindung,Anbindung
3860,speziellen,ADJ,speziell,speziellen
3861,Funkkanalbündelung,NOUN,Bündelung,Funkkanalbündelung
3862,Surfgeschwindigkeiten,NOUN,Geschwindigkeit,Surfgeschwindigkeiten
3867,KBit/s,NOUN,s,KBit/s
3868,ermöglicht,VERB,ermöglichen,ermöglicht
3879,Ein,DET,ein,Ein
3883,entwickeltes,ADJ,entwickeln,entwickeltes
3884,Online-Portal,NOUN,Portal,Online-Portal
3885,soll,AUX,sollen,soll
3890,bestimmter,ADJ,bestimmen,bestimmter
3891,Dienste,NOUN,Dienst,Dienste
3895,Informationen,NOUN,Information,Informationen
3896,ebenso,ADV,so,ebenso
3906,Es,PRON,es,Es
3907,ist,AUX,sein,ist
3911,langer,ADJ,lang,langer
3918,deutschen,ADJ,deutsch,deutschen
3919,Straßen,NOUN,Straße,Straßen
3921,wird,AUX,werden,wird
3924,will,AUX,wollen,will
3928,neuen,ADJ,neu,neuen
3933,soll,AUX,sollen,soll
3943,Geht,VERB,gehen,Geht
3949,amerikanischen,ADJ,amerikanisch,amerikanischen
3959,firmierte,VERB,firmieren,firmierte
3961,ist,AUX,sein,ist
3964,Software-Download,NOUN,Download,Software-Download
3970,Zur,ADP,zur,Zur
3972,steht,VERB,stehen,steht
3985,In,ADP,in,In
3988,wird,AUX,werden,wird
3991,beschrieben,VERB,beschreiben,beschrieben
3996,Informationen,NOUN,Information,Informationen
3999,Erhalt,NOUN,Halt,Erhalt
4010,kann,AUX,können,kann
4012,Was,PRON,was,Was
4018,liest,VERB,lesen,liest
4020,kann,AUX,können,kann
4033,steht,VERB,stehen,steht
4040,Kopien,NOUN,Kopie,Kopien
4042,Artikeln,NOUN,Artikel,Artikeln
4043,erstellt,VERB,erstellen,erstellt
4045,Die,DET,die,Die
4046,Anwälte,NOUN,Anwalt,Anwälte
4051,patentierten,ADJ,patentieren,patentierten
4056,genaue,ADJ,genau,genaue
4059,Authentifizierungsvorgänge,NOUN,Vorgang,Authentifizierungsvorgänge
4061,Software-Download,NOUN,Download,Software-Download
4064,interpretiert,VERB,interpretieren,interpretiert
4066,Insbesondere,ADV,insbesondere,Insbesondere
4068,genaue,ADJ,genau,genaue
4078,Originale,NOUN,Original,Originale
4083,notwendigen,ADJ,notwendig,notwendigen
4084,Argumente,NOUN,Argument,Argumente
4086,Die,DET,die,Die
4089,hat,AUX,haben,hat
4094,Software-Downloads,NOUN,Download,Software-Downloads
4099,möchte,AUX,mögen,möchte
